,followers_count,alternate_names,name,url,api_path,twitter_name
2645,8,"['John W. Cale', 'John Weldon Cale']",J.J. Cale,https://genius.com/artists/Jj-cale,/artists/219436,JJCaleOfficial
2910,8,['Cowboys Fringants'],Les Cowboys Fringants,https://genius.com/artists/Les-cowboys-fringants,/artists/359727,
6385,8,[],YoungBlood​Z,https://genius.com/artists/Youngbloodz,/artists/359,
8923,8,[],Bandmanrill,https://genius.com/artists/Bandmanrill,/artists/2683955,bandmanrill1
8932,8,[],Procol Harum,https://genius.com/artists/Procol-harum,/artists/40662,
8938,8,[],Ian Anderson,https://genius.com/artists/Ian-anderson,/artists/132788,
4274,8,[],Porridge Radio,https://genius.com/artists/Porridge-radio,/artists/1678006,
12104,8,[],Vonte*,https://genius.com/artists/Vonte,/artists/2108296,
5970,8,['Ilay Raviv - עילי רביב'],Tzukush - צוקוש,https://genius.com/artists/Tzukush,/artists/1035175,
4639,8,[],ApoRed,https://genius.com/artists/Apored,/artists/576899,
16258,8,"['Santiago Germán Ramos Leiranes', 'Santiago Ramos']",Zanto,https://genius.com/artists/Zanto,/artists/1629070,zantobyb
18790,8,[],J2LASTEU,https://genius.com/artists/J2lasteu,/artists/1884982,
1247,8,[],Nate Rose,https://genius.com/artists/Nate-rose,/artists/1044716,NateRoseMusic
4290,8,['Morna Anne Murray'],Anne Murray,https://genius.com/artists/Anne-murray,/artists/149138,annemurray1
16749,8,['Aystar (USG)'],Aystar,https://genius.com/artists/Aystar,/artists/650981,aystar_
1258,8,[],Traffic,https://genius.com/artists/Traffic,/artists/1129889,
5799,8,[],Свидание (Svidanie),https://genius.com/artists/Svidanie,/artists/1320567,
3444,8,[],Omar Esa,https://genius.com/artists/Omar-esa,/artists/187685,
10606,8,['Victor Carvalho Ferreira'],Vitão,https://genius.com/artists/Vitao,/artists/1571215,vitao
8308,8,"['Judith Sill', 'Judith Lynne Sill']",Judee Sill,https://genius.com/artists/Judee-sill,/artists/29616,
14461,8,"['Mina Anna Mazzini', 'Mina Mazzini']",Mina,https://genius.com/artists/Mina,/artists/11631,
18118,8,[],Outlandish,https://genius.com/artists/Outlandish,/artists/2462,
14901,8,[],​zxcshade,https://genius.com/artists/Zxcshade,/artists/3088274,
14937,8,[],NanowaR of Steel,https://genius.com/artists/Nanowar-of-steel,/artists/379145,
4232,8,[],Treyarch,https://genius.com/artists/Treyarch,/artists/201431,
7136,8,"['Bad\xa0B.', 'Bad\xa0B. ПРО… (Bad\xa0B. PRO…)']",Bad Balance,https://genius.com/artists/Bad-balance,/artists/1226175,
4203,8,[],Esteban Gabriel,https://genius.com/artists/Esteban-gabriel,/artists/1871066,
14372,8,[],​hahapoison,https://genius.com/artists/Hahapoison,/artists/1586854,
7135,8,['WNC'],Wednesday Night Cypher,https://genius.com/artists/Wednesday-night-cypher,/artists/1945006,
3611,8,[],Tors,https://genius.com/artists/Tors,/artists/1107934,
8856,8,['Fatih Karaca'],Mabel Matiz,https://genius.com/artists/Mabel-matiz,/artists/480124,mabelmatiz
10646,8,[],Бумбокс (Boombox1),https://genius.com/artists/Boombox1,/artists/1265811,
3601,8,[],Eliza McLamb,https://genius.com/artists/Eliza-mclamb,/artists/2352940,elizamclamb
3589,8,[],Nu Breed,https://genius.com/artists/Nu-breed,/artists/1113717,
8356,8,"['Phillip Glen-Earl Peaks', 'Phillip Peaks', 'Team Eastside Peezy']",Peezy,https://genius.com/artists/Peezy,/artists/64242,
11424,8,['Fleur'],Fleur East,https://genius.com/artists/Fleur-east,/artists/280878,FleurEast
13239,8,[],Mint Condition,https://genius.com/artists/Mint-condition,/artists/40945,
8899,8,"['British Air Power', 'British Sea Power']",Sea Power,https://genius.com/artists/Sea-power,/artists/39205,bspofficial?lang=en
1221,8,[],The HU,https://genius.com/artists/The-hu,/artists/1088438,TheHuOfficial
8902,8,[],​ulwu.nite,https://genius.com/artists/Ulwunite,/artists/2405138,
3550,8,NULL,Vindigo,https://genius.com/vindigo1,/users/15643495,NULL
4231,8,[],Isla Vista Worship,https://genius.com/artists/Isla-vista-worship,/artists/484354,
16781,8,[],Isles & Glaciers,https://genius.com/artists/Isles-and-glaciers,/artists/65670,
13177,8,[],Cold Chisel,https://genius.com/artists/Cold-chisel,/artists/125136,
13173,8,NULL,​.youngfox,https://genius.com/yungfox19,/users/11241028,NULL
11386,8,[],VVV [Trippin’you],https://genius.com/artists/Vvv-trippinyou,/artists/2055436,
4442,8,[],Cody Fry,https://genius.com/artists/Cody-fry,/artists/490787,codyfry
10834,8,[],Cash Flow,https://genius.com/artists/Cash-flow,/artists/20404,
3278,8,[],Pako (PL),https://genius.com/artists/Pako-pl,/artists/2091645,
5754,8,[],TG Crippy,https://genius.com/artists/Tg-crippy,/artists/2950932,
16145,8,[],Один в каное (One in a canoe),https://genius.com/artists/One-in-a-canoe,/artists/1748629,
3237,8,"['R Welch', 'Rayvon D Welch', 'Rayvon Welch']",Ray Vaughn,https://genius.com/artists/Ray-vaughn,/artists/1140787,rayvaughn
1326,8,[],Wini,https://genius.com/artists/Wini,/artists/124458,
953,8,"['Armando del Valle Robles', 'Raúl Armando Del Valle']",Luar La L,https://genius.com/artists/Luar-la-l,/artists/1962155,
13083,8,[],"Zedd, Maren Morris & Grey",https://genius.com/artists/Zedd-maren-morris-and-grey,/artists/1462900,
3207,8,[],Overcoats,https://genius.com/artists/Overcoats,/artists/632692,thisisovercoats
5733,8,"['Ciara Thompson', 'Ciara Mary-Alice Thompson']",CMAT,https://genius.com/artists/Cmat,/artists/2450044,
18037,8,[],Tony Sheikh,https://genius.com/artists/Tony-sheikh,/artists/2136838,
9165,8,['Ksoo23'],Ksoo,https://genius.com/artists/Ksoo,/artists/2360886,
4499,8,[],гнилаялирика (gnilayalirica),https://genius.com/artists/Gnilayalirica,/artists/1835224,rotten_lyrics
9177,8,[],Brand of Sacrifice,https://genius.com/artists/Brand-of-sacrifice,/artists/1491814,
5727,8,['Kevin Ramón Gutierrez Jauregui'],Robot95,https://genius.com/artists/Robot95,/artists/452547,ro_bot95
9183,8,"['Adam Bahner', 'Adam Nyerere Bahner']",Tay Zonday,https://genius.com/artists/Tay-zonday,/artists/8419,TayZonday
8222,8,[],Gary Moore,https://genius.com/artists/Gary-moore,/artists/237831,
16154,8,[],Joriah Kwame,https://genius.com/artists/Joriah-kwame,/artists/1955772,
1307,8,[],Chris Renzema,https://genius.com/artists/Chris-renzema,/artists/1359700,chrisrenzema
5785,8,['Antoine Domino'],Fats Domino,https://genius.com/artists/Fats-domino,/artists/328898,
4341,8,[],VEGAS (RUS),https://genius.com/artists/Vegas-rus,/artists/1467260,
4357,8,[],Patti Smith Group,https://genius.com/artists/Patti-smith-group,/artists/385142,
13152,8,[],​quannnic,https://genius.com/artists/Quannnic,/artists/3230166,quannnic
1289,8,[],White Lion,https://genius.com/artists/White-lion,/artists/166323,
18076,8,['Denis Dutoniu'],Yakki,https://genius.com/artists/Yakki,/artists/1770793,
9048,8,"['Óscar de la Torre Galán', 'Lobo Negro']",AMBKOR,https://genius.com/artists/Ambkor,/artists/351293,
3372,8,[],RBL Posse,https://genius.com/artists/Rbl-posse,/artists/9985,
9059,8,[],Ski Aggu,https://genius.com/artists/Ski-aggu,/artists/2627688,
1306,8,[],Trent Reznor & Atticus Ross,https://genius.com/artists/Trent-reznor-and-atticus-ross,/artists/452894,
8250,8,['Victor Siqueira de Oliveira'],VK MAC,https://genius.com/artists/Vk-mac,/artists/1119544,vkmac_
4426,8,[],Sami Yusuf,https://genius.com/artists/Sami-yusuf,/artists/368387,
6769,8,[],Fionn Regan,https://genius.com/artists/Fionn-regan,/artists/215972,
16856,8,"['Yendry Cony Florentino', 'Yendry Florentino']",YEИDRY,https://genius.com/artists/Yedry,/artists/2014647,yendryofficial
4430,8,[],ZekeUltra,https://genius.com/artists/Zekeultra,/artists/985344,
14465,8,[],Rogério Skylab,https://genius.com/artists/Rogerio-skylab,/artists/402274,rogerioskylab
15366,8,['Genevieve Curtis'],Genevieve Stokes,https://genius.com/artists/Genevieve-stokes,/artists/1867190,hiigenevieve
4200,8,[],Tesla,https://genius.com/artists/Tesla,/artists/273793,
13274,8,"['Kareem EL Waili', 'Kareem Gaber']",EL Waili,https://genius.com/artists/El-waili,/artists/2490179,El_Waili
8840,8,[],Art Garfunkel,https://genius.com/artists/Art-garfunkel,/artists/177713,
7196,8,[],UDubb Network,https://genius.com/artists/Udubb-network,/artists/145096,UWBattleLeague
14418,8,[],Hootie & the Blowfish,https://genius.com/artists/Hootie-and-the-blowfish,/artists/64922,HootieTweets
5877,8,[],He Is We,https://genius.com/artists/He-is-we,/artists/155295,heiswe
3903,8,[],Мумий Тролль (Mumiy Troll),https://genius.com/artists/Mumiy-troll,/artists/1025544,MumiyTroll
4060,8,[],23 Unofficial,https://genius.com/artists/23-unofficial,/artists/1320353,23unofficial
16465,8,NULL,888 Blue,https://genius.com/blue888,/users/10565127,NULL
18239,8,[],2h Company,https://genius.com/artists/2h-company,/artists/1030906,
8648,8,[],Los Tigres Del Norte,https://genius.com/artists/Los-tigres-del-norte,/artists/68345,
4064,8,[],Sha Gz,https://genius.com/artists/Sha-gz,/artists/3112556,
18183,8,[],Uncle Tupelo,https://genius.com/artists/Uncle-tupelo,/artists/137044,
11555,8,[],The Felice Brothers,https://genius.com/artists/The-felice-brothers,/artists/142508,felicebrothers
15313,8,[],Yung Coke (DNK),https://genius.com/artists/Yung-coke-dnk,/artists/283382,
13503,8,[],YTD,https://genius.com/artists/Ytd,/artists/1917523,
6612,8,[],Natalie Grant,https://genius.com/artists/Natalie-grant,/artists/337628,nataliegrant
13401,8,[],Nex Cassel,https://genius.com/artists/Nex-cassel,/artists/500689,NexCassel
16372,8,[],Coyote Theory,https://genius.com/artists/Coyote-theory,/artists/458724,Coyote_Theory
13511,8,[],100 Blaze,https://genius.com/artists/100-blaze,/artists/544293,100blazeoff
11563,8,['Bogdan Rozvadovskyy'],SadSvit,https://genius.com/artists/Sadsvit,/artists/2968685,
14783,8,['Felix Laman'],Yung Felix,https://genius.com/artists/Yung-felix,/artists/323576,yungfelix
11509,8,"['Malcolm John Rebennack', 'Malcolm John Rebennack Jr.', 'Doctor John', 'Dr. John Creaux', 'The Night Tripper', 'Malcolm Rebennack', 'Mac Rebennack']",Dr. John,https://genius.com/artists/Dr-john,/artists/44704,akadrjohn
13490,8,"['Lil Pencil', 'Busterenko']",BUSTER,https://genius.com/artists/Buster,/artists/2346240,
5897,8,[],4lung,https://genius.com/artists/4lung,/artists/1614494,
11536,8,[],Archspire,https://genius.com/artists/Archspire,/artists/352505,
13468,8,[],ΒΗΤΑ ΠΕΙΣ | VITA PEIS (GRC),https://genius.com/artists/Vita-peis-grc,/artists/54531,
5889,8,[],Monster High,https://genius.com/artists/Monster-high,/artists/531648,
11525,8,[],Foot Ox,https://genius.com/artists/Foot-ox,/artists/997853,
3972,8,['Элджей (Eldzhey) & MORGENSHTERN'],MORGENSHTERN & Элджей (Eldzhey),https://genius.com/artists/Morgenshtern-and-eldzhey,/artists/2274738,
16392,8,['Jermaine La Juane Jackson'],Jermaine Jackson,https://genius.com/artists/Jermaine-jackson,/artists/39273,jermjackson5
18207,8,['Samir Plasschaert'],ADF Samski,https://genius.com/artists/Adf-samski,/artists/1987853,
3953,8,[],X0o0x_,https://genius.com/artists/X0o0x,/artists/2364166,
23,8,[],Xmal Deutschland,https://genius.com/artists/Xmal-deutschland,/artists/363351,
8599,8,['結束バンド (Kessoku Bando)'],​kessoku band,https://genius.com/artists/Kessoku-band,/artists/3308468,
16429,8,"['Kihlen', 'Oskar Hans Linnros']",Oskar Linnros,https://genius.com/artists/Oskar-linnros,/artists/81307,
1099,8,['Ángela Aguilar Álvarez'],Ángela Aguilar,https://genius.com/artists/Angela-aguilar,/artists/346347,angelaaguilar__
8610,8,[],Lumen,https://genius.com/artists/Lumen,/artists/360165,
3948,8,[],Cocomelon,https://genius.com/artists/Cocomelon,/artists/2349737,
3941,8,[],Jonathan Reed,https://genius.com/artists/Jonathan-reed,/artists/42777,
3939,8,[],Piter-G,https://genius.com/artists/Piter-g,/artists/1064216,pitergmusic
4081,8,"['AXIUS LINK', '△☓i∪s ¬iИk']",ΔXIUS LIИK,https://genius.com/artists/Xius-lik,/artists/2601208,
15316,8,"['William Dixon', 'William J. Dixon', 'William James Dixon']",Willie Dixon,https://genius.com/artists/Willie-dixon,/artists/65011,
13291,8,['Peter Kenneth Frampton'],Peter Frampton,https://genius.com/artists/Peter-frampton,/artists/51113,peterframpton
18246,8,[],Young Policja,https://genius.com/artists/Young-policja,/artists/1570776,
16578,8,[],Пикник (PiknikBand),https://genius.com/artists/Piknikband,/artists/1088400,_piknik
3734,8,['Nego'],Mag (BRA),https://genius.com/artists/Mag-bra,/artists/1139121,
12064,8,['North Point InsideOut'],North Point Worship,https://genius.com/artists/North-point-worship,/artists/658856,northpointworship
16585,8,[],Kishore Kumar,https://genius.com/artists/Kishore-kumar,/artists/181342,
16588,8,[],Nutakoe,https://genius.com/artists/Nutakoe,/artists/1213440,
11459,8,"['David Gonzalez', '\u200bheartbreak uno']",​unodavid​,https://genius.com/artists/Unodavid,/artists/2083107,unodavid
15332,8,"['Ntokozo Zakwe', 'Ntokozo Blessing Zakwe']",Zakwe,https://genius.com/artists/Zakwe,/artists/210999,ZakweSA
3717,8,[],DVRST,https://genius.com/artists/Dvrst,/artists/2802879,
3714,8,[],Sammy Davis Jr.,https://genius.com/artists/Sammy-davis-jr,/artists/344691,
14850,8,[],Ugly Casanova,https://genius.com/artists/Ugly-casanova,/artists/160045,
16597,8,[],Charly Black,https://genius.com/artists/Charly-black,/artists/459343,
14759,8,[],Zanski,https://genius.com/artists/Zanski,/artists/62716,zanskimusic
6699,8,['Game Genius Editors'],Game Genius,https://genius.com/artists/Game-genius,/artists/1821655,
13563,8,[],Polkadot Cadaver,https://genius.com/artists/Polkadot-cadaver,/artists/360286,
10662,8,[],Lisa Stansfield,https://genius.com/artists/Lisa-stansfield,/artists/356128,
1188,8,['3713'],÷☥X♵♹♳♵X☥÷ (÷☥X3713X☥÷),https://genius.com/artists/Xx-x3713x,/artists/1170061,x137137x
4183,8,[],Big Wild,https://genius.com/artists/Big-wild,/artists/511889,
13335,8,['Ilham Moumou'],​ilham,https://genius.com/artists/Ilham,/artists/1347419,xoxoilham
8750,8,[],Zeina,https://genius.com/artists/Zeina,/artists/669244,zeinamates
3758,8,['Daljit'],Diljit Dosanjh,https://genius.com/artists/Diljit-dosanjh,/artists/67489,diljitdosanjh
8707,8,['Charlie Mingus. Charles Mingus Jr.'],Charles Mingus,https://genius.com/artists/Charles-mingus,/artists/12138,Mingus
5931,8,[],Bixby,https://genius.com/artists/Bixby,/artists/640241,
13382,8,[],Youth Fountain,https://genius.com/artists/Youth-fountain,/artists/1531309,youthfountain_
13381,8,[],Empire! Empire! (I was A Lonely Estate),https://genius.com/artists/Empire-empire-i-was-a-lonely-estate,/artists/262775,eeiwale
4094,8,[],TOB Duke,https://genius.com/artists/Tob-duke,/artists/2275564,
56,8,['Cian Wright'],Clavish,https://genius.com/artists/Clavish,/artists/1488228,
7206,8,"['Orgi69', 'King Orgasmus']",King Orgasmus One,https://genius.com/artists/King-orgasmus-one,/artists/13055,
12052,8,"['Agustín Carlos Roberto Garcia', 'Zaramagnum CAL.357', 'Agustín de Zaramay', 'El Jefe del Malianteo', 'Agustín García']",Zaramay,https://genius.com/artists/Zaramay,/artists/1866314,
16531,8,[],War,https://genius.com/artists/War,/artists/4111,
13349,8,[],Beogradski Sindikat,https://genius.com/artists/Beogradski-sindikat,/artists/28381,
16532,8,['Kelvin Barros'],7981 Kal,https://genius.com/artists/7981-kal,/artists/1843677,7981kal
16355,8,['Sqvxlls'],454,https://genius.com/artists/454,/artists/2579335,Sqvxlls
5938,8,['Corey Mitchell Hart'],Corey Hart,https://genius.com/artists/Corey-hart,/artists/46811,HartCorey
13536,8,[],Assassin’s Creed Sea Shanties,https://genius.com/artists/Assassins-creed-sea-shanties,/artists/670668,
1161,8,[],504 Boyz,https://genius.com/artists/504-boyz,/artists/2798,
64,8,"['Gradon Lee', 'Gradon Jay Lee']",Grady,https://genius.com/artists/Grady,/artists/224810,whoinvitedgrady
11575,8,[],The Queers,https://genius.com/artists/The-queers,/artists/343937,
7098,8,[],Vian Izak,https://genius.com/artists/Vian-izak,/artists/983764,
12379,8,[],Yogi,https://genius.com/artists/Yogi,/artists/152874,yogiofficial
254,8,[],Kill Dyll,https://genius.com/artists/Kill-dyll,/artists/3088086,
16070,8,[],和楽器バンド (WagakkiBand),https://genius.com/artists/Wagakkiband,/artists/1133446,
14308,8,[],Harry Potter,https://genius.com/artists/Harry-potter,/artists/60987,
9225,8,[],Village People,https://genius.com/artists/Village-people,/artists/17646,WeVillagePeople
7327,8,[],Everyone You Know,https://genius.com/artists/Everyone-you-know,/artists/1561742,eykmusic
16073,8,['Chandler Rebecca Leighton'],Chandler Leighton,https://genius.com/artists/Chandler-leighton,/artists/1904257,chanleighton
7094,8,[],ФОГЕЛЬ (FOGEL),https://genius.com/artists/Fogel,/artists/1877001,
18709,8,"['Francisco Bautista', 'Frankie Bautista', 'Francisco Javier Bautista']",Frankie J,https://genius.com/artists/Frankie-j,/artists/3280,
17061,8,['Zohaib Khaled Khan'],Zack Knight,https://genius.com/artists/Zack-knight,/artists/37249,
8081,8,[],Iniko,https://genius.com/artists/Iniko,/artists/2599424,1N1KO
16059,8,[],The Wailin’ Jennys,https://genius.com/artists/The-wailin-jennys,/artists/228646,thewailinjennys
249,8,[],Vanessa Paradis,https://genius.com/artists/Vanessa-paradis,/artists/50143,
10500,8,[],High on Fire,https://genius.com/artists/High-on-fire,/artists/344638,HighonFireBand
4546,8,"['Taya Gaukrodger', 'Taya Smith']",TAYA,https://genius.com/artists/Taya,/artists/527407,taya_smith
8129,8,[],Ben Caplan,https://genius.com/artists/Ben-caplan,/artists/454840,bencaplanmusic
1391,8,[],Ресторатор (Restorator),https://genius.com/artists/Restorator,/artists/671603,restorator51
1401,8,[],Himalayas,https://genius.com/artists/Himalayas,/artists/1207940,Himalayas_band
9229,8,[],Drug Church,https://genius.com/artists/Drug-church,/artists/361871,DrugChurch
5709,8,[],King’s X,https://genius.com/artists/Kings-x,/artists/271109,
12174,8,[],Eurielle,https://genius.com/artists/Eurielle,/artists/1034042,
16084,8,"['Frenk the Tank', 'Frenkoza', 'Adnan Hamidović']",Frenkie,https://genius.com/artists/Frenkie,/artists/22617,
9267,8,[],Lazy3x,https://genius.com/artists/Lazy3x,/artists/1876237,
5705,8,"['Vegard Tveitan', 'Vegard Sverre Tveitan']",Ihsahn,https://genius.com/artists/Ihsahn,/artists/353455,
16964,8,[],Dalida,https://genius.com/artists/Dalida,/artists/344905,Dalida_forever
3126,8,[],​eAeon (이이언),https://genius.com/artists/Eaeon,/artists/1611701,eaeon
12970,8,[],GRiZ,https://genius.com/artists/Griz,/artists/454074,
13031,8,[],Nizi19,https://genius.com/artists/Nizi19,/artists/1740549,
13786,8,[],Theocracy,https://genius.com/artists/Theocracy,/artists/357316,
248,8,[],The Legendary Pink Dots,https://genius.com/artists/The-legendary-pink-dots,/artists/353495,
8104,8,[],#SLOVOSPB,https://genius.com/artists/Slovospb,/artists/669868,Slovospb
10862,8,[],Luverance,https://genius.com/artists/Luverance,/artists/2235816,
13726,8,[],Vast,https://genius.com/artists/Vast,/artists/86926,
1363,8,[],8Percent,https://genius.com/artists/8percent,/artists/1868866,8thehuman
9191,8,[],BoJack Horseman,https://genius.com/artists/Bojack-horseman,/artists/572070,
8124,8,"['Yung Murda Boyz', 'Yung Mafia Business']",YMB,https://genius.com/artists/Ymb,/artists/1167111,
2968,8,"['Albert Constantin', 'Albert Alexandru Constantin']",AlbertNBN,https://genius.com/artists/Albertnbn,/artists/2237367,
3158,8,[],Nephew,https://genius.com/artists/Nephew,/artists/27732,
18724,8,[],Big Daddy Weave,https://genius.com/artists/Big-daddy-weave,/artists/204852,bdwmusic
8099,8,[],Fried By Fluoride,https://genius.com/artists/Fried-by-fluoride,/artists/2487345,proudincel
13024,8,[],Fulminacci,https://genius.com/artists/Fulminacci,/artists/1690996,
13724,8,[],XS Project,https://genius.com/artists/Xs-project,/artists/1275185,
14940,8,[],Lucero,https://genius.com/artists/Lucero,/artists/228847,
8126,8,[],Holy Fawn,https://genius.com/artists/Holy-fawn,/artists/1773209,
9972,7,['TK 13'],TK (FRA),https://genius.com/artists/Tk-fra,/artists/1852283,Tk13002
4143,7,[],6arelyhuman,https://genius.com/artists/6arelyhuman,/artists/2852544,
18252,7,[],MDC,https://genius.com/artists/Mdc,/artists/65343,
9406,7,[],Paul Kalkbrenner,https://genius.com/artists/Paul-kalkbrenner,/artists/170348,
15097,7,"['Beats by Esko', 'Stacey Walroud']",Esko,https://genius.com/artists/Esko,/artists/47603,ESKOBARZ
640,7,[],John Michael Howell,https://genius.com/artists/John-michael-howell,/artists/1626805,
317,7,"[""Montell Du'Sean Barnett Jordan""]",Montell Jordan,https://genius.com/artists/Montell-jordan,/artists/4754,montelljordan
7041,7,"['Dafina', 'Duffye']",Dafina Zeqiri,https://genius.com/artists/Dafina-zeqiri,/artists/99879,Dafina_Zeqiri
7686,7,[],WILD,https://genius.com/artists/Wild,/artists/406296,wildtheband
8788,7,[],Irama,https://genius.com/artists/Irama,/artists/665242,IRAMAPLUME
4144,7,[],Doxx (ITA),https://genius.com/artists/Doxx-ita,/artists/2033989,
6168,7,[],Oh The Larceny,https://genius.com/artists/Oh-the-larceny,/artists/1205976,
4154,7,[],CityAlight,https://genius.com/artists/Cityalight,/artists/1019187,CityAlight
12059,7,[],Elizabeth Barrett Browning,https://genius.com/artists/Elizabeth-barrett-browning,/artists/21105,
17573,7,[],Unlucky Morpheus,https://genius.com/artists/Unlucky-morpheus,/artists/1236809,
3705,7,[],Kula Shaker,https://genius.com/artists/Kula-shaker,/artists/212558,
9916,7,[],4htrbgft4hrbg,https://genius.com/artists/4htrbgft4hrbg,/artists/1320825,
12911,7,[],Timbaland & Magoo,https://genius.com/artists/Timbaland-and-magoo,/artists/202244,
7479,7,['Doge'],YUMDDA (염따),https://genius.com/artists/Yumdda,/artists/1344499,
16345,7,[],Germs,https://genius.com/artists/Germs,/artists/43005,
8795,7,"['Quintavious Grier', 'YSL Unfoonk', 'Unfunk']",Unfoonk,https://genius.com/artists/Unfoonk,/artists/997104,
10461,7,[],The Qemists,https://genius.com/artists/The-qemists,/artists/75178,
9273,7,['MR.TP'],Quelly Woo,https://genius.com/artists/Quelly-woo,/artists/2426010,
8778,7,[],Hunter S. Thompson,https://genius.com/artists/Hunter-s-thompson,/artists/61009,
3770,7,[],Los Enanitos Verdes,https://genius.com/artists/Los-enanitos-verdes,/artists/357907,
8443,7,['Dylan Gilmer'],Young Dylan,https://genius.com/artists/Young-dylan,/artists/1495268,
1388,7,['The Minneapolis Uranium Club Band'],Uranium Club,https://genius.com/artists/Uranium-club,/artists/1451308,
5849,7,[],Raymond Carver,https://genius.com/artists/Raymond-carver,/artists/25018,
14385,7,['Isaih Bassey'],Izzpot,https://genius.com/artists/Izzpot,/artists/2072643,
17980,7,"[""Mary Isobel Catherine Bernadette O'Brien""]",Dusty Springfield,https://genius.com/artists/Dusty-springfield,/artists/31371,
17595,7,['Catrina Burns Temison'],Cat Burns,https://genius.com/artists/Cat-burns,/artists/1577273,
8449,7,['Angel Javier Aviles Monzón'],YOVNGCHIMI,https://genius.com/artists/Yovngchimi,/artists/3044200,
18676,7,['The Urban Roosters Technologies S.L'],Urban Roosters,https://genius.com/artists/Urban-roosters,/artists/1434109,urbanroosters
5487,7,[],D4L,https://genius.com/artists/D4l,/artists/4882,
2858,7,[],​happysad,https://genius.com/artists/Happysad,/artists/260111,
6679,7,['Joe Gilles'],Joé Dwèt Filé,https://genius.com/artists/Joe-dwet-file,/artists/1506247,
8439,7,[],Gambino,https://genius.com/artists/Gambino,/artists/102956,
8738,7,[],Foetus,https://genius.com/artists/Foetus,/artists/160444,
15531,7,['Mane Six'],"Twilight Sparkle, Apple Jack, Rainbow Dash, Pinkie Pie, Rarity & Fluttershy",https://genius.com/artists/Twilight-sparkle-apple-jack-rainbow-dash-pinkie-pie-rarity-and-fluttershy,/artists/2137490,
9401,7,[],The Righteous Brothers,https://genius.com/artists/The-righteous-brothers,/artists/68157,
5278,7,[],The Weather Station,https://genius.com/artists/The-weather-station,/artists/331388,TheWeatherStn
9939,7,[],Prti Bee Gee,https://genius.com/artists/Prti-bee-gee,/artists/19621,
14670,7,[],Un Corazón,https://genius.com/artists/Un-corazon,/artists/483889,uncorazonorg
6972,7,['Alex Kraiński'],XL (PL),https://genius.com/artists/Xl-pl,/artists/2415311,
4732,7,[],Kid Yugi,https://genius.com/artists/Kid-yugi,/artists/2850008,
6533,7,[],лезвие сеул (lezvie seul),https://genius.com/artists/Lezvie-seul,/artists/2723167,
14377,7,[],The Irrepressibles,https://genius.com/artists/The-irrepressibles,/artists/367944,
15628,7,[],Ημισκούμπρια (Imiskoubria),https://genius.com/artists/Imiskoubria,/artists/162549,
5840,7,[],Dinah Washington,https://genius.com/artists/Dinah-washington,/artists/49636,
5501,7,['David Goldstein'],Rupert Holmes,https://genius.com/artists/Rupert-holmes,/artists/147186,
8438,7,['Prod Death'],​vierre cloud,https://genius.com/artists/Vierre-cloud,/artists/1814773,vierrecloud
18521,7,[],WITCHZ,https://genius.com/artists/Witchz,/artists/2569596,
15256,7,[],Crime Mob,https://genius.com/artists/Crime-mob,/artists/4807,
5220,7,[],Ol’ Kainry & Dany Dan,https://genius.com/artists/Ol-kainry-and-dany-dan,/artists/150428,
4506,7,['Meau Hewitt'],MEAU,https://genius.com/artists/Meau,/artists/2397725,
8873,7,[],The Calling,https://genius.com/artists/The-calling,/artists/115744,TheCallingMusic
16664,7,[],Yatta,https://genius.com/artists/Yatta,/artists/61314,
13256,7,[],Gerry and The Pacemakers,https://genius.com/artists/Gerry-and-the-pacemakers,/artists/31092,
17000,7,['Guy Charles Clark'],Guy Clark,https://genius.com/artists/Guy-clark,/artists/240938,
17504,7,['Alberto Aguilera Valadez'],Juan Gabriel,https://genius.com/artists/Juan-gabriel,/artists/354949,
17864,7,[],Psychic TV,https://genius.com/artists/Psychic-tv,/artists/159304,
13583,7,[],Peter Cat Recording Co.,https://genius.com/artists/Peter-cat-recording-co,/artists/1884488,pcrcdelhi
14747,7,[],Jerry Garcia,https://genius.com/artists/Jerry-garcia,/artists/105059,jerrygarcia
1203,7,[],Avery Lynch,https://genius.com/artists/Avery-lynch,/artists/2362686,
8859,7,[],Elliotly,https://genius.com/artists/Elliotly,/artists/2309143,aelliotly
13001,7,[],InnerPartySystem,https://genius.com/artists/Innerpartysystem,/artists/196586,ipsofficial
6931,7,['Eivør Pálsdóttir'],Eivør,https://genius.com/artists/Eivr,/artists/1329163,
17978,7,"['Unité de Feu', 'U2F']",Unité 2 Feu,https://genius.com/artists/Unite-2-feu,/artists/54250,
15688,7,[],"10,000 Maniacs",https://genius.com/artists/10000-maniacs,/artists/329672,10000maniacs
11105,7,[],The Early November,https://genius.com/artists/The-early-november,/artists/34893,theearlynov
109,7,[],Nino Man,https://genius.com/artists/Nino-man,/artists/154317,
16669,7,[],VyOk,https://genius.com/artists/Vyok,/artists/1047519,
114,7,[],Valerie Broussard,https://genius.com/artists/Valerie-broussard,/artists/640962,vrbroussard
14744,7,[],W O L F C L U B,https://genius.com/artists/W-o-l-f-c-l-u-b,/artists/1812521,wolfclubband
10506,7,[],Young Alpha,https://genius.com/artists/Young-alpha,/artists/2252608,
8351,7,[],Victory Worship,https://genius.com/artists/Victory-worship,/artists/987622,victory_worship
