,followers_count,alternate_names,name,url,api_path,twitter_name
4745,26,['Ya Shin'],Figoshin,https://genius.com/artists/Figoshin,/artists/359097,figoxshin
15041,26,[],Edot Babyy,https://genius.com/artists/Edot-babyy,/artists/2231234,
1124,26,[],Kwesi Arthur,https://genius.com/artists/Kwesi-arthur,/artists/1189869,KwesiArthur_
12078,26,[],Operation Ivy,https://genius.com/artists/Operation-ivy,/artists/112212,
11468,26,"['SaDist', 'SiD from DDrop', 'SD (RUS)']",СД (King SD),https://genius.com/artists/King-sd,/artists/1039745,sdofunderwhat
4561,26,['ILoveMakonnen & Lil Peep'],Lil Peep & iLoveMakonnen,https://genius.com/artists/Lil-peep-and-ilovemakonnen,/artists/1568798,
4378,26,['Hauke Schmidt'],Crystal F,https://genius.com/artists/Crystal-f,/artists/24527,
18293,26,[],КлоуКома (KlouKoma),https://genius.com/artists/Kloukoma,/artists/1596651,Kloukoma
16991,26,"['Camaron Marvel Ochs', 'Camaron Ochs']",Cam,https://genius.com/artists/Cam,/artists/333940,camcountry
10833,26,[],Stereolab,https://genius.com/artists/Stereolab,/artists/40049,stereolabgroop
13532,26,"['Nathan Tokosi', 'Darren Diggs']",DigDat,https://genius.com/artists/Digdat,/artists/1508250,
10267,26,"['Mohamed Mahmoud', 'Senik (EG)']",Arsenik (EG),https://genius.com/artists/Arsenik-eg,/artists/1585261,
6829,26,[],​Gibbs,https://genius.com/artists/Gibbs,/artists/223624,
7026,26,['Robert Barisford Brown'],Bobby Brown,https://genius.com/artists/Bobby-brown,/artists/3542,KingBobbyBrown
4934,26,['Jesse y Joy'],Jesse & Joy,https://genius.com/artists/Jesse-and-joy,/artists/34098,jesseyjoy
1237,26,['CEO & ZaeHD'],ZaeHD & CEO,https://genius.com/artists/Zaehd-and-ceo,/artists/1654743,
16231,26,"['Amalgama Beats', 'Crudo', 'Crudo Minrro', 'Fercho', 'Fernando Bustamante']",Crudo Means Raw,https://genius.com/artists/Crudo-means-raw,/artists/43894,
6341,26,[],Colton Dixon,https://genius.com/artists/Colton-dixon,/artists/215083,coltondixon
1719,26,[],Indigo De Souza,https://genius.com/artists/Indigo-de-souza,/artists/1544838,IndigoDeSouza
119,26,[],Insomnium,https://genius.com/artists/Insomnium,/artists/59437,
10623,26,['Julian Norton'],​juno,https://genius.com/artists/Juno,/artists/1846747,chiefjuno
8391,26,[],Dylan Thomas,https://genius.com/artists/Dylan-thomas,/artists/725,
17274,26,[],Kanye East,https://genius.com/artists/Kanye-east,/artists/1109128,
2748,26,"['Stefan Djurić', 'Stefan Đurić']",Rasta,https://genius.com/artists/Rasta,/artists/79371,rastastf
18217,26,"['Walygator', 'Prince W']",Prince Waly,https://genius.com/artists/Prince-waly,/artists/92079,PrinceWalyfils
13973,26,"['LOVG', 'LODVG']",La Oreja de Van Gogh,https://genius.com/artists/La-oreja-de-van-gogh,/artists/22863,laorejadevgogh
11939,26,"['CA$HANOVA BG', 'Matěj Kratejl', 'Bulhar']",CA$HANOVA BULHAR,https://genius.com/artists/Ca-hanova-bulhar,/artists/1508704,cashanova_bg
6635,26,['Stig J. Haugen'],Unge Ferrari,https://genius.com/artists/Unge-ferrari,/artists/389623,
14818,26,[],HalaCG,https://genius.com/artists/Halacg,/artists/1268286,
6850,26,['Peter Ankjær Bigaard'],Pede B,https://genius.com/artists/Pede-b,/artists/15153,PedeB1984
4181,26,[],Gogol Bordello,https://genius.com/artists/Gogol-bordello,/artists/30187,GogolBordello
3008,26,['Arianna Del Giaccio'],ARIETE,https://genius.com/artists/Ariete,/artists/2100935,
6313,26,['Mark William Lanegan'],Mark Lanegan,https://genius.com/artists/Mark-lanegan,/artists/161699,marklanegan
14772,26,[],Euphonik,https://genius.com/artists/Euphonik,/artists/150768,JEuphonik
8322,26,[],Freshy Kanal,https://genius.com/artists/Freshy-kanal,/artists/1298479,
6765,26,[],John Cale,https://genius.com/artists/John-cale,/artists/29392,therealjohncale
7707,26,[],Kittie,https://genius.com/artists/Kittie,/artists/356775,
10701,26,[],Mome Boys,https://genius.com/artists/Mome-boys,/artists/2023881,
12968,26,[],El Matador,https://genius.com/artists/El-matador,/artists/15808,ELMATADOR_OFFICIEL
4817,26,[],Divide Music,https://genius.com/artists/Divide-music,/artists/1432839,
17445,26,"['Sarah A. McLachlan', 'Sarah Ann McLachlan']",Sarah McLachlan,https://genius.com/artists/Sarah-mclachlan,/artists/5427,SarahMcLachlan
295,26,['DZ8'],DizzyEight,https://genius.com/artists/Dizzyeight,/artists/1181320,
186,26,[],Sikander Kahlon,https://genius.com/artists/Sikander-kahlon,/artists/401050,SikanderKahlon
6569,26,['Louane Emera'],Louane,https://genius.com/artists/Louane,/artists/331073,louane
11886,25,['Deonte Chapman'],Tae Retro,https://genius.com/artists/Tae-retro,/artists/1278885,TaeRealUgly
9357,25,[],Slightly Stoopid,https://genius.com/artists/Slightly-stoopid,/artists/28882,slightlystoopid
14682,25,[],Illionaire Records,https://genius.com/artists/Illionaire-records,/artists/130035,
9010,25,[],落日飛車 (Sunset Rollercoaster),https://genius.com/artists/Sunset-rollercoaster,/artists/1133432,SunsetR_Coaster
14674,25,[],Crass,https://genius.com/artists/Crass,/artists/26935,
1131,25,[],Warsan Shire,https://genius.com/artists/Warsan-shire,/artists/68970,warsan_shire?lang=en
5851,25,[],Television,https://genius.com/artists/Television,/artists/31147,
14935,25,['Эндшпиль (Endspiel) & Miyagi'],Miyagi & Эндшпиль (Endspiel),https://genius.com/artists/Miyagi-and-endspiel,/artists/2945418,
1100,25,['Michael Woodrow Jackson'],Oh No,https://genius.com/artists/Oh-no,/artists/7573,ohnodisrupt
4630,25,['Álvaro Tauchert Soler'],Alvaro Soler,https://genius.com/artists/Alvaro-soler,/artists/484298,asolermusic
18188,25,[],Ray LaMontagne,https://genius.com/artists/Ray-lamontagne,/artists/27239,RayLaMontagne
3805,25,[],I Fight Dragons,https://genius.com/artists/I-fight-dragons,/artists/48246,IFightDragons
3804,25,[],Dirt Poor Robins,https://genius.com/artists/Dirt-poor-robins,/artists/368063,
438,25,[],Mag.Lo,https://genius.com/artists/Maglo,/artists/204594,themaglo
439,25,['PPR'],Пионерлагерь Пыльная Радуга (Pionerlager’ Pyl’naya Raduga),https://genius.com/artists/Pionerlager-pylnaya-raduga,/artists/1066609,
9050,25,[],Balthazar,https://genius.com/artists/Balthazar,/artists/53337,
3787,25,[],UNDADASEA,https://genius.com/artists/Undadasea,/artists/1143655,
11628,25,['Wystan Hugh Auden'],W. H. Auden,https://genius.com/artists/W-h-auden,/artists/21275,
10742,25,['Ghassan Ramlawi'],Zuna,https://genius.com/artists/Zuna,/artists/632671,
7842,25,[],Cody Jinks,https://genius.com/artists/Cody-jinks,/artists/531685,CodyJinksMusic
10951,25,[],Роки (Roky),https://genius.com/artists/Roky,/artists/1475787,
17526,25,"['Little Timmy Tim', 'Lil Timmy Tim']",Timothée Chalamet,https://genius.com/artists/Timothee-chalamet,/artists/1323897,
14968,25,[],Not Klyde,https://genius.com/artists/Not-klyde,/artists/1225768,notklyde
14062,25,[],EXOCIETY,https://genius.com/artists/Exociety,/artists/1430310,
15813,25,[],Buta,https://genius.com/artists/Buta,/artists/54094,bashbuta
4160,25,['Charlie Bouan'],Vin’s,https://genius.com/artists/Vins,/artists/149845,vins_waza
2216,25,[],Box Car Racer,https://genius.com/artists/Box-car-racer,/artists/62212,
10955,25,[],Poor Man’s Poison,https://genius.com/artists/Poor-mans-poison,/artists/1162926,poormanspoison
15817,25,"['Filippos Giagkoulis', 'Prince FY']",FY,https://genius.com/artists/Fy,/artists/1407873,
4524,25,[],Hariki,https://genius.com/artists/Hariki,/artists/2643699,
15538,25,['Sombrero Verde'],Maná,https://genius.com/artists/Mana,/artists/52031,manaoficial
9028,25,"['Canyon Moore', 'Canyon Xavier Moore', 'September Swiper']",SeptembersRich,https://genius.com/artists/Septembersrich,/artists/2251882,
17083,25,['Francis Junior Edusei'],Frenna,https://genius.com/artists/Frenna,/artists/254304,FrennaSFB
2941,25,[],The Byrds,https://genius.com/artists/The-byrds,/artists/45703,
785,25,[],РНБ КЛУБ (RNBKLUB),https://genius.com/artists/Rnbklub,/artists/1786192,
13312,25,[],Thelonious B.,https://genius.com/artists/Thelonious-b,/artists/1138307,
17112,25,"['Djordje', 'Djordje Čarkić', 'Đorđe Čarkić']",Đorđe,https://genius.com/artists/Ore,/artists/3398949,klinvc
10350,25,[],Nirmou,https://genius.com/artists/Nirmou,/artists/60892,
16716,25,"['Area Boyz', 'Nigerian Slash Ghanaian', 'Non Stop Grinding']",NSG,https://genius.com/artists/Nsg,/artists/594268,NSG
9586,25,[],The Airborne Toxic Event,https://genius.com/artists/The-airborne-toxic-event,/artists/56291,Airborne_Toxic
4852,25,[],Plain White T’s,https://genius.com/artists/Plain-white-ts,/artists/53121,plainwhitets
12555,25,"['Kwesta DAKAR', 'Senzo Vilakazi', 'Senzo Mfundo Vilakazi']",Kwesta,https://genius.com/artists/Kwesta,/artists/46327,KwestaDAKAR
4841,25,[],Ludo,https://genius.com/artists/Ludo,/artists/39199,
1605,25,"['Kenneth Donald Rogers', 'Kenneth Ray Rogers', 'Kenneth Rogers']",Kenny Rogers,https://genius.com/artists/Kenny-rogers,/artists/11192,_KennyRogers
8924,25,[],Iceage,https://genius.com/artists/Iceage,/artists/39819,
5589,25,[],Hot Boys,https://genius.com/artists/Hot-boys,/artists/1663,
9968,25,['Bryan Trillos'],Redda,https://genius.com/artists/Redda,/artists/629830,reddadarko
4436,25,"['Genius (ROU)', 'Genius în Limba Română']",Genius România,https://genius.com/artists/Genius-romania,/artists/1349428,
8211,25,[],Jon Lajoie,https://genius.com/artists/Jon-lajoie,/artists/6893,
15468,25,[],Roderick Porter,https://genius.com/artists/Roderick-porter,/artists/1191465,
9566,25,['Danil Flexov'],Flexdope,https://genius.com/artists/Flexdope,/artists/1489969,
16252,25,"['Rodney Lamont Wright Jr.', 'Rodney White']",BIG30,https://genius.com/artists/Big30,/artists/2232816,ceobig30
6773,25,[],Mary Mary,https://genius.com/artists/Mary-mary,/artists/7598,
4819,25,[],Unknown Brain,https://genius.com/artists/Unknown-brain,/artists/1009986,
8911,25,"['Beta', 'Berk Bayındır', '3B']",Beta Berk Bayındır,https://genius.com/artists/Beta-berk-bayndr,/artists/195370,Betalurji
2657,25,['Starrk Khantrast'],Khantrast,https://genius.com/artists/Khantrast,/artists/1037341,
18865,25,[],The Correspondents,https://genius.com/artists/The-correspondents,/artists/137952,
1584,25,['Ramone Rochester'],​Ramz,https://genius.com/artists/Ramz,/artists/1220517,ramonerochester
3559,25,[],Worst Party Ever,https://genius.com/artists/Worst-party-ever,/artists/1063392,
7380,25,['Subruki'],8ruki,https://genius.com/artists/8ruki,/artists/1441161,Ruki88_8
15941,25,[],Cities Aviv,https://genius.com/artists/Cities-aviv,/artists/16037,
17281,25,[],JACKBOYS & Travis Scott,https://genius.com/artists/Jackboys-and-travis-scott,/artists/2057721,
17218,25,"['Chwe Hansol (최한솔)', 'Hansol Vernon Chwe (한솔 최)', 'Vernon (Seventeen)']",VERNON (버논),https://genius.com/artists/Vernon,/artists/1007180,
11824,25,"['Luke The Drifter', 'Hiram King Williams', 'Hank Williams Sr.']",Hank Williams,https://genius.com/artists/Hank-williams,/artists/28632,
2718,25,"['Gamal Kosh Lewis', 'Gamal Lewis']",LunchMoney Lewis,https://genius.com/artists/Lunchmoney-lewis,/artists/278452,LunchMoneyLewis
4762,25,['Christa Paffgen'],Nico,https://genius.com/artists/Nico,/artists/21221,
14849,25,[],Show Me the Body,https://genius.com/artists/Show-me-the-body,/artists/991125,showmethebody
7434,25,[],Carla’s Dreams,https://genius.com/artists/Carlas-dreams,/artists/667045,
4861,25,"['Naaz Salahaddin Ali Mohammad', 'Naaz Mohammad']",Naaz,https://genius.com/artists/Naaz,/artists/607661,BitsOfNaaz
12087,25,"['@buckeshot', '@solventabuser']",Buckshot (@buckeshot),https://genius.com/artists/Buckshot-buckeshot,/artists/2537762,BUCKESHOT
3441,25,['This Town Needs Guns'],TTNG,https://genius.com/artists/Ttng,/artists/49919,TTNGuk
9381,25,[],マキシマム ザ ホルモン (MAXIMUM THE HORMONE),https://genius.com/artists/Maximum-the-hormone,/artists/289473,MTH_OFFICIAL
16306,25,['Wire (band)'],Wire,https://genius.com/artists/Wire,/artists/355897,
1987,25,['Clyde Jackson Browne'],Jackson Browne,https://genius.com/artists/Jackson-browne,/artists/8658,jacksonbrowne
11147,25,[],Jane Austen,https://genius.com/artists/Jane-austen,/artists/32779,
15852,25,[],Каста (Kasta),https://genius.com/artists/Kasta,/artists/234245,kasta_ru
16300,25,[],Noga Erez - נגה ארז,https://genius.com/artists/Noga-erez,/artists/1070030,nogaerez
9607,25,['Currents CT'],Currents,https://genius.com/artists/Currents,/artists/527223,CurrentsCT
15856,25,[],The Hotelier,https://genius.com/artists/The-hotelier,/artists/151514,thehotelyear
10301,25,[],Erasure,https://genius.com/artists/Erasure,/artists/121446,erasureinfo
17054,25,[],Tenth Avenue North,https://genius.com/artists/Tenth-avenue-north,/artists/59371,tenthavenorth
4560,25,"['Hoke Delhom', 'HokeBBO', 'Martí Delhom Latorre']",HOKE,https://genius.com/artists/Hoke,/artists/1395600,HokeBBO
18148,25,[],Rory Webley,https://genius.com/artists/Rory-webley,/artists/1957143,
17146,25,"['Q Steven Marsden', 'Q Marsden']",Q,https://genius.com/artists/Q,/artists/2980,
2159,25,[],Grammys,https://genius.com/artists/Grammys,/artists/105740,TheGRAMMYs
17158,25,[],CHRIST DILLINGER,https://genius.com/artists/Christ-dillinger,/artists/1787541,ChristDillinger
13602,25,"['Vic Nine', 'Homerton Sensei']",V9,https://genius.com/artists/V9,/artists/1817868,homertonsensei
11793,25,['Тридцать Девятый (39th)'],39,https://genius.com/artists/39,/artists/675984,wakeupdrunk39
4236,25,[],​dhruv,https://genius.com/artists/Dhruv,/artists/1864530,
18446,25,[],Suspekt,https://genius.com/artists/Suspekt,/artists/15131,
4876,25,[],Lisa Hannigan,https://genius.com/artists/Lisa-hannigan,/artists/91584,LisaHannigan
10997,25,[],Coma Cinema,https://genius.com/artists/Coma-cinema,/artists/153944,
4642,25,[],Whitesnake,https://genius.com/artists/Whitesnake,/artists/36682,
14870,25,['Sascha Ramy Nour'],Hanybal,https://genius.com/artists/Hanybal,/artists/25929,hanybalhanybal
1461,25,['Ivo Vieira Silva'],18 Karat,https://genius.com/artists/18-karat,/artists/547530,
7925,25,"['Wayman Barrow Jr.', 'Wayman Barrow', 'DaBoii (SOB x RBE)', 'SOB x RBE (DaBoii)']",DaBoii,https://genius.com/artists/Daboii,/artists/1048961,
9425,25,[],Ben Rector,https://genius.com/artists/Ben-rector,/artists/288060,
4680,25,[],Ulver,https://genius.com/artists/Ulver,/artists/362145,ULVEROFFICIAL
16401,25,"['Jenny Diane Lewis', 'Jennifer D. Lewis', 'Jennifer Diane Lewis']",Jenny Lewis,https://genius.com/artists/Jenny-lewis,/artists/206882,jennylewis
12753,25,"['Omir Bernard', 'Pop Hunna']",Popp Hunna,https://genius.com/artists/Popp-hunna,/artists/2171633,
18707,25,[],Wild Beasts,https://genius.com/artists/Wild-beasts,/artists/100938,WildBeasts
7071,25,[],周杰倫 (Jay Chou),https://genius.com/artists/Jay-chou,/artists/30874,
10217,25,['Jorge Ben'],Jorge Ben Jor,https://genius.com/artists/Jorge-ben-jor,/artists/5086,
18663,25,['Kepler (케플러) (KOR)'],Kep1er (케플러),https://genius.com/artists/Kep1er,/artists/2929709,official_kep1er
1859,25,"[""Jimbo J & Lehakat Spa - ג'ימבו ג'יי ולהקת ספא"", 'Omer Havron - עומר הברון']",Jimbo J - ג’ימבו ג’יי,https://genius.com/artists/Jimbo-j,/artists/1012848,
4692,25,[],Pivot Gang,https://genius.com/artists/Pivot-gang,/artists/77258,PIVOTGANG
16051,25,"['Genius 日本語の翻訳 Japanese Translation', 'Japanese Translations']",Genius 歌詞和訳 (Japanese Translations),https://genius.com/artists/Genius-japanese-translations,/artists/1825793,
17024,25,['21 Savage & Drake'],Drake & 21 Savage,https://genius.com/artists/Drake-and-21-savage,/artists/3338411,
14075,25,"['Arabella Latham', 'Bella Latham']",Baby Queen,https://genius.com/artists/Baby-queen,/artists/2261413,
14072,25,[],Palisades,https://genius.com/artists/Palisades,/artists/151717,WeArePalisades
18075,25,[],Haystak,https://genius.com/artists/Haystak,/artists/6119,HAYSTAKMAK
10576,25,[],Nancy Sinatra,https://genius.com/artists/Nancy-sinatra,/artists/29229,NancySinatra
5964,25,"['Scott Engel', 'Noel Scott Engel']",Scott Walker,https://genius.com/artists/Scott-walker,/artists/53293,
4371,25,[],Venerus,https://genius.com/artists/Venerus,/artists/1467302,
17800,25,NULL,Aaryan Shah,https://genius.com/aaryanshah,/users/1856057,NULL
15671,25,[],N.MASTEROFF,https://genius.com/artists/Nmasteroff,/artists/1426793,n_masteroff
5370,25,['Jeremy Nash'],G Perico,https://genius.com/artists/G-perico,/artists/667081,BGPerico
15180,25,['Ann Lennox'],Annie Lennox,https://genius.com/artists/Annie-lennox,/artists/196575,annielennox
1801,25,[],Nana Grizol,https://genius.com/artists/Nana-grizol,/artists/24594,
6040,25,[],Spiritualized,https://genius.com/artists/Spiritualized,/artists/19463,officialSpzd
11332,25,['Kenneth Mobley Brice Jr.'],Lee Brice,https://genius.com/artists/Lee-brice,/artists/40003,leebrice
1894,25,[],Danity Kane,https://genius.com/artists/Danity-kane,/artists/8392,
6193,25,['Signore Falco'],Bloody Hawk,https://genius.com/artists/Bloody-hawk,/artists/1008175,
2450,25,[],"The Good, The Bad and The Queen",https://genius.com/artists/The-good-the-bad-and-the-queen,/artists/309175,
5326,25,[],Echos,https://genius.com/artists/Echos,/artists/624323,EchosOfficial
2451,25,['Delta Lea Goodrem'],Delta Goodrem,https://genius.com/artists/Delta-goodrem,/artists/355721,deltagoodrem
1877,25,['Stanley Omah Didia'],Omah Lay,https://genius.com/artists/Omah-lay,/artists/1809552,omah_lay
15095,25,[],Verb T,https://genius.com/artists/Verb-t,/artists/61535,
8538,25,"['MŁØDY_Ø§∆', 'Młody osa']",Zdechły Osa,https://genius.com/artists/Zdechy-osa,/artists/1620278,
956,25,['\u200b\u200bericdoa & glaive'],​glaive & ericdoa,https://genius.com/artists/Glaive-and-ericdoa,/artists/2571514,
11221,25,['\u200bbbno$ & Yung Gravy'],Yung Gravy & bbno$,https://genius.com/artists/Yung-gravy-and-bbno,/artists/1151159,
3069,25,[],Глад Валакас (Glad Valakas),https://genius.com/artists/Glad-valakas,/artists/1085387,
5338,25,['José Lucas Batista Fiorentino'],Zemaru,https://genius.com/artists/Zemaru,/artists/1665930,zemaruuuu
16980,25,"['Reanno Gordon', 'Reanno Devon Gordon', 'Glendale Goshia Gordon']",Busy Signal,https://genius.com/artists/Busy-signal,/artists/8690,busysignal_turf
12182,25,['Riyadh Roberts'],YoungstaCPT,https://genius.com/artists/Youngstacpt,/artists/1058067,YoungstaCpt
18359,25,"['Treyvon Britt', 'Treyvon ""10k.Caash"" Britt']",10k.Caash,https://genius.com/artists/10kcaash,/artists/1635995,
846,25,['Addison Douglas'],Addison Grace,https://genius.com/artists/Addison-grace,/artists/1465932,gracefuladdison
8646,25,"['Fobik', 'Space Nigga']",Fobia Kid,https://genius.com/artists/Fobia-kid,/artists/677902,
18301,25,['Lil Pump & XXXTENTACION'],XXXTENTACION & Lil Pump,https://genius.com/artists/Xxxtentacion-and-lil-pump,/artists/1614425,
3985,25,[],Above the Law,https://genius.com/artists/Above-the-law,/artists/387,
4483,25,[],TWENTYTHREE,https://genius.com/artists/Twentythree,/artists/1262269,
17509,25,[],​coldrain,https://genius.com/artists/Coldrain,/artists/328633,
9082,25,[],NERO,https://genius.com/artists/Nero,/artists/1145,NeroUK
13144,25,[],X-Raided,https://genius.com/artists/X-raided,/artists/3215,OfficialXRaided
18682,25,[],Black Marble,https://genius.com/artists/Black-marble,/artists/375849,
10408,25,[],Broadway Karkat,https://genius.com/artists/Broadway-karkat,/artists/1565760,BROADWAY_KARKAT
15783,25,[],Emery,https://genius.com/artists/Emery,/artists/193306,OfficialEmery
1829,25,[],Tropical Fuck Storm,https://genius.com/artists/Tropical-fuck-storm,/artists/1275411,
12750,25,[],YungJZAisDead,https://genius.com/artists/Yungjzaisdead,/artists/609045,
14519,25,"['Karen L. Orzolek', 'Karen Lee Orzolek', 'Karen Orzolek']",Karen O,https://genius.com/artists/Karen-o,/artists/19767,kareno
13140,25,[],Alesana,https://genius.com/artists/Alesana,/artists/128978,Alesana
10457,25,[],VANT,https://genius.com/artists/Vant,/artists/532536,wearevant
191,25,"['Gökdeniz Karakaya', 'Xir Gökdeniz']",Xir,https://genius.com/artists/Xir,/artists/181344,xxxtripxxxx
18612,25,[],Young Maylay,https://genius.com/artists/Young-maylay,/artists/7977,youngmaylay
15662,25,['Taidgh Moriarty'],French The Kid,https://genius.com/artists/French-the-kid,/artists/2229892,
15704,25,"['Felix Jähn', 'Felix Kurt Jähn']",Felix Jaehn,https://genius.com/artists/Felix-jaehn,/artists/395104,felixjaehn
18323,25,[],Sleep,https://genius.com/artists/Sleep,/artists/133618,sleep_official
14134,25,['Beethoven'],Ludwig van Beethoven,https://genius.com/artists/Ludwig-van-beethoven,/artists/2220,
10404,24,['Dillon J. Heinz'],Ham Sandwich (USA),https://genius.com/artists/Ham-sandwich-usa,/artists/2023519,
5644,24,[],Jordan Suaste,https://genius.com/artists/Jordan-suaste,/artists/2223046,
14757,24,['Dairon Leonardo Cruz'],​suisside,https://genius.com/artists/Suisside,/artists/1971140,
16628,24,[],Bobby Womack,https://genius.com/artists/Bobby-womack,/artists/1709,realbobbywomack
4703,24,['Antonio Stith'],Tone Stith,https://genius.com/artists/Tone-stith,/artists/616695,tonestith
7056,24,[],Black Sheep,https://genius.com/artists/Black-sheep,/artists/268,
16677,24,"['Oliver Groos', 'Olson Rough']",Olson,https://genius.com/artists/Olson,/artists/15685,hellyeaholson
5249,24,['Franck Hueso'],Carpenter Brut,https://genius.com/artists/Carpenter-brut,/artists/483546,
16172,24,['Mylène Jeanne Gautier'],Mylène Farmer,https://genius.com/artists/Mylene-farmer,/artists/96493,
1189,24,"['Iamdoechii', 'Jaylah Hickmon']",Doechii,https://genius.com/artists/Doechii,/artists/2413226,iamdoechii
1489,24,"['Scott Bradlee & Postmodern Jukebox', 'Postmodern Jukebox']",Scott Bradlee’s Postmodern Jukebox,https://genius.com/artists/Scott-bradlees-postmodern-jukebox,/artists/523216,pmjofficial
9543,24,"[""Liam O'Connor""]",L.O.C.,https://genius.com/artists/Loc,/artists/5931,liamoconnor
17775,24,"['Jerry Fulton Cantrell', 'Jerry Fulton Cantrell Jr.']",Jerry Cantrell,https://genius.com/artists/Jerry-cantrell,/artists/159296,JerryCantrell
17918,24,[],ShittyBoyz,https://genius.com/artists/Shittyboyz,/artists/1908341,
2837,24,[],The Wldlfe,https://genius.com/artists/The-wldlfe,/artists/973811,The_Wldlfe
5303,24,[],Unkle Adams,https://genius.com/artists/Unkle-adams,/artists/532007,unkleadams
16213,24,[],Zudizilla,https://genius.com/artists/Zudizilla,/artists/618205,zudizilla
11792,24,[],Senses Fail,https://genius.com/artists/Senses-fail,/artists/23656,SensesFail
5657,24,[],Les Anticipateurs,https://genius.com/artists/Les-anticipateurs,/artists/31985,
8614,24,[],Thomas Headon,https://genius.com/artists/Thomas-headon,/artists/1943671,thomasheadon
16610,24,[],MY FIRST STORY,https://genius.com/artists/My-first-story,/artists/1298166,MyFirstStory_of
1642,24,[],COLDAH,https://genius.com/artists/Coldah,/artists/713351,lilcoldah
7034,24,['Anass Haouam'],3robi,https://genius.com/artists/3robi,/artists/616606,3robidk
18837,24,['Kenny Beats & Denzel Curry'],Denzel Curry & Kenny Beats,https://genius.com/artists/Denzel-curry-and-kenny-beats,/artists/2100825,
1816,24,['Kwame Khalil Brown'],Foogiano,https://genius.com/artists/Foogiano,/artists/2147809,FOOGIANO
2158,24,"['Tommy Paxton-Beesley', 'Thomas Rohan Paxton-Beesley', 'Thomas Paxton-Beesley']",River Tiber,https://genius.com/artists/River-tiber,/artists/635395,
11501,24,['ICDD'],Imperial Circus Dead Decadence,https://genius.com/artists/Imperial-circus-dead-decadence,/artists/1542476,icddecadence
10146,24,"['Ashley Lavigne', 'Tropes Lavigne']",​​tropes,https://genius.com/artists/Tropes,/artists/2493801,tropes
14529,24,[],Wallace Stevens,https://genius.com/artists/Wallace-stevens,/artists/1004,
18875,24,['Ala Ferchichi'],A.L.A علاء,https://genius.com/artists/Ala,/artists/346071,alaofficielle
8287,24,NULL,​gyuris,https://genius.com/gyuris,/users/5796936,NULL
15191,24,[],The Hush Sound,https://genius.com/artists/The-hush-sound,/artists/118534,
13077,24,[],Daniela Andrade,https://genius.com/artists/Daniela-andrade,/artists/452357,danielasings
11306,24,[],Poison,https://genius.com/artists/Poison,/artists/32611,
10843,24,[],All Them Witches,https://genius.com/artists/All-them-witches,/artists/232418,
2391,24,['Alexander Woods (Big Scarr)'],Big Scarr,https://genius.com/artists/Big-scarr,/artists/2304466,bigscarr1818
10010,24,[],Adamlar,https://genius.com/artists/Adamlar,/artists/533350,
17902,24,"['Reginald Watts', 'Reginald L. F. R. Watts', 'Reginald Lucien Frank Roger Watts']",Reggie Watts,https://genius.com/artists/Reggie-watts,/artists/11375,reggiewatts
11690,24,['Asya Alizade'],ALIZADE,https://genius.com/artists/Alizade,/artists/1186149,
14821,24,['Tabari Watts'],Fatboibari,https://genius.com/artists/Fatboibari,/artists/1539665,
12519,24,[],Håkan Hellström,https://genius.com/artists/Hakan-hellstrom,/artists/311079,
1210,24,[],Michael Bolton,https://genius.com/artists/Michael-bolton,/artists/11634,mbsings
688,24,[],Redimi2,https://genius.com/artists/Redimi2,/artists/215943,
11566,24,"['大箭将也 (Masaya Oya)', 'Cametek']",かめりあ (Camellia),https://genius.com/artists/Camellia,/artists/1817834,cametek
6541,24,['Home Brew Crew'],Home Brew,https://genius.com/artists/Home-brew,/artists/23411,homebrewcrew
17188,24,[],Lamp,https://genius.com/artists/Lamp,/artists/1769149,lamp_someya
622,24,[],Ziedu Vija,https://genius.com/artists/Ziedu-vija,/artists/1331273,
5685,24,[],目黒将司 (Shoji Meguro),https://genius.com/artists/Shoji-meguro,/artists/290325,
2078,24,[],DMA’S,https://genius.com/artists/Dmas,/artists/154539,dmasmusic
8288,24,[],Sevendust,https://genius.com/artists/Sevendust,/artists/71413,Sevendust
3189,24,"['Giovanni Pellino', 'Chico Snefs', 'Johnny Di Picche', 'Piscopo', 'Snif-Snef', 'Jeff Pellino']",Neffa,https://genius.com/artists/Neffa,/artists/48425,Neffa_official
7022,24,[],VillaBanks,https://genius.com/artists/Villabanks,/artists/1633759,
17275,24,[],UB40,https://genius.com/artists/Ub40,/artists/35250,UB40OFFICIAL
17178,24,[],Boulevard Depo & i61,https://genius.com/artists/Boulevard-depo-and-i61,/artists/662042,
12515,24,"['Gloria Hallelujah Woods', 'Gloria Woods']",GloRilla,https://genius.com/artists/Glorilla,/artists/2991477,GloTheofficial
12409,24,"['Jackson King', 'Waylon Arnold Jennings']",Waylon Jennings,https://genius.com/artists/Waylon-jennings,/artists/68102,
3911,24,['Wesley Tiku'],​sgpwes,https://genius.com/artists/Sgpwes,/artists/2433246,sgpwes
7973,24,['Арина Буланова (Arina Bulanova)'],DEAD BLONDE,https://genius.com/artists/Dead-blonde,/artists/2109675,dead__blonde
12698,24,[],​whxami,https://genius.com/artists/Whxami,/artists/1235219,
8643,24,[],Strawberry Guy,https://genius.com/artists/Strawberry-guy,/artists/1456764,
3159,24,[],It Looks Sad.,https://genius.com/artists/It-looks-sad,/artists/657397,
